product_id,description,category,main_category,subcategory_1,subcategory_2,subcategory_3,subcategory_4,subcategory_5
11936,ürün kodu 38561275203 genel özellikler şlemci 1 9 ghz dört çekirdek hafıza kapasitesi 16 gb bellek 3 gb ekran boyutu inch 10 5 ekran çözünürlüğü 2560 1600 şletim sistemi android 4 4 2 kit kat bluetooth var kablosuz wi fi var 3g yok ekran dokunmatik boyutlar 247 3 177 3 6 6 mm arka kamera 2 0 megapixel ön kamera 8 0 megapiksel hafıza kartı tipi micro sd usb var gps var video var pil kapasitesi 7900 mah mobil dock yok hdmi yok ağırlık 612 gr aksesuar şarj adaptörü kullanım kılavuzu garanti belgesi kutu çeriği şarj adaptörü kullanım kılavuzu garanti belgesi garanti süresi ay 24 ay ekran görüntüleme deneyiminiz için optimize edilmiştiruyarlamalı ekran1 renk yelpazesi keskinlik ve kontrastı otomatik olarak kullanımınıza göre ayarlar örneğin kitap okumadan film izlemeye geçtiğinizde ekran ideal bir görüntü sunacak şekilde kendini ayarlar 3 ekran modu2 amoled fotoğraf amoled sinema ve temel mod arasından mevcut kullanımınıza göre seçim yapmanıza olanak sağlar 1 uyarlamalı ekran özelliği aşağıdaki 7 uygulamada kullanılabilir galeri kamera nternet video kitap google playbook vt çağrısı ve kullanıcı arabirimi 2 3 ekran modu 3 taraf uygulamalar da dahil olmak üzere tüm ekranlar için geçerlidir çoklu görev optimizasyonuçoklu pencere tek bir ekranda kolayca birden fazla görevi gerçekleştirmenizi sağlar video izlerken ya da arkadaşlarınızla sohbet ederken internette gezinebilirsiniz lte model üzerinde çoklu görevler gerçekleştirirken sesli aramalar yapabilir ve aramaları yanıtlayabilirsiniz parmak zi ile güvenli ve kullanışlı erişimgüvenlik için parmak izinizi basitçe okutmanız yeterli yerleşik sensör kolaylık ve geniş kapsamlı güvenlik sağlayarak cihazın kilitlenmesi ve kilidin açılması kullanıcı kimlik bilgilerinin ve parolanın değiştirilmesi çoklu kullanıcı modu girişi ve özel çeriğin gizlenmesi gibi özellikler sunartelefon ve tablet arasında sorunsuz bağlantıtelefonunuz ve galaxy tab için sidesync 3 0 bir kez kurduğunuzda tablet üzerinde telefon ekranınızı görüntüleyebilir veri aktarımı metin kopyalama ve yapıştırma işlemlerini kolayca gerçekleştirebilirsiniz hatta tab üzerinden sesli aramalar yapabilir ve aramaları yanıtlayabilirsiniz geniş renk yelpazesine sahip ekran deneyimigözlerinizle gördüğünüz zengin derin ve renkli dünya görüntüleyebilmeniz için elinizin altında renk üretim oranı 73 olan geleneksel lcd tabletlere oranla süper amoled tv ler video resim ve çeşitli diğer içeriği keyifle gerçek renklerinde izlemeniz için doğanın gerçek renkleri ile 94 1 uyumlu renkler üretir 1 94 adobe rgb renk yelpazesi daha derin kontrast ile gizli ayrıntıları keşfedingalaxy tab zengin renkler derin ve keskin görüntü işleme ile daha parlak ve daha dinamik bir görüntü sağlar geleneksel lcd ekranlara göre 100 kat daha fazla olan 100 000 1 kontrast oranına sahip 4 milyon amoled pikselin görünür hale getirdiği eksik ayrıntıları keşfedin nce ve hassas ayrıntıları keskin ve zengin renk kontrastı ile kolayca göreceksiniz hafif ve ince tasarımı sizi şaşırtacak galaxy tab ile ekran 10 5 boyutlarına yükseltilmiştir ve tamamı sadece 465 wi fi ağırlığına sahiptir,Bilgisayar > Bilgisayar-Dizüstü > Tabletler > Samsung,Bilgisayar,Bilgisayar-Dizüstü,Tabletler,Samsung,,
12272,bağlantı hızı 300 mbps windows linux ve macos destekler 64 128bit web şifreleme wpa wpa2 şifreleme wpa psk wpa2 pskşifreleme wi fi korumalı kurulum wps özelli kdeğerbağlantı şekli usbdata transfer hızı 300 0standart ieee 802 11g ieee 802 11b ieee 802 11nsatış garanti süresi ay 24,Bilgisayar Ürünleri > Network / Modem > Kablosuz Adaptör / Anten,Bilgisayar,Network / Modem,Kablosuz Adaptör / Anten,,,
12594,lenovo z5070 59424576 i5 4210u 1 7ghz 8gb 1tb 8gbsshd 2gb gt820m 15 6 windows 8 1 notebook açıklaması açıklama lenovo z50multimedya için dealz50 nin tümleşik dvd okuma yazma sürücüsüyle en yeni filmleri seyredin dolby sertifikasyonlu stereo hoparlörlerle kullanıcıyı saran güçlü seslerin tadını çıkarın geniş depolama alanı1tb hdd depolama veya tümleşik 8gb ssd önbellekle 1tb hibrit depolama alanına sahip lenovo z50 dosyalarınız fotoğraflarınız belgeleriniz ve ortam dosyalarınız için bolca alan sunar accutype klavyeaccutype klavye yazma konforunu ve doğruluğunu artıran hafif kavisli tuşları sayesinde modern bir görünüme ve kullanım kolaylığına sahiptir lenovo enerji yönetimigüç kullanımını en aza indirip pil ömrünü uzatarak ideapad z50 dizüstü bilgisayarınızı daha uzun bir süre kullanabilmenize imkân tanır video sohbetleri için dealdirz50 nin entegre 720p hd web kameralı video sohbetleri sayesinde ailenizle arkadaşlarınızla ve iş arkadaşlarınızla her zaman iletişim kurun veriface proz50 de oturum açmanız için tümleşik web kamerasını kullanan yüz tanıma yazılımı veriface pro sayesinde parola yazmadan oturum açabilirsiniz açıklama bitiş görsel 1 görsel 1 bitiş özellikler tablosu baslik sistem belleği ram ram 8 gb max ram ram bilgilerin geçici olarak depolandığı bir hafıza türüdür ram miktarı ne kadar çok olursa bilgisayarınızın performansı kadar artar ram mhz 1600 mhz sistem özellikleri klavye türkçe numerik klavye touchpad kamera var parmakizi okuyucu yok pil ömrü 4 hücreli li on genel özellikler ağırlık 3 14 kg garanti süresi 2 yıl lenovo türkiye bağlanabilirlik bluetooth yakın mesafelerde kablosuz iletişime olanak sağlayan bir teknolojidir cep telefonu kulaklık cep telefonu bilgisayar bilgisayar bilgisayar arasındaki iletişimde kablo zorunluluğunu ortadan kaldırırlar var ethernet 10 100 1000 gigabit ethernet lan hdmi var usb sayısı 1 adet usb 3 0 2 adet usb 2 0 wireless wifi 802 11b n şlemci chipset intel çekirdek sayısı şlemci içerisindeki işlem yapan toplam çekirdek sayısı çift çekirdek şlemci intel core i5 4210u 1 7ghz turbo boost ile 2 70ghz 3mb cache şlemci tipi intel core i5 ekran grafik dokunmatik ekran yok ekran kartı ekran kartının ana görevi diğer arabirimlerden işlemci harddisk ram anakart aracılığı ile aldığı dijital bilgileri gerekli dönüşümlerden sonra lcd ve crt monitöre aktararak görüntü oluşturulmasını sağlamaktadır nvidia geforce 820m 2gb ekran kartı chipset nvidia ekran kartı hafızası 2 gb ekran özelliği 15 6 1366 768 hd wled ekran boyutu 15 6 sürücüler hard disk 1 tb hard disk hızı 5400 rpm optik sürücü optik sürücü adı verilen aygıtlar ışığa duyarlı veri depolama medyalarından veri okumak veya bu medyalara veri yazmak amacıyla kullanılırlar dvd super multi sürücü çift katman şletim sistemi şletim sistemi windows 8 1 diğer özellikler marka lenovo taşınabilir bilgisayarlar notebook özellikler tablosu bitti ,Bilgisayar > Taşınabilir Bilgisayarlar,Bilgisayar,Taşınabilir Bilgisayarlar,,,,
12662,creative sbs a120 2 1 siyah 9 watt rms hoparlör açıklaması açıklama creative sbs a120 9 watt rms hoparlörtoplam 9w rms ses çıkış gücü 4w subwoofer ve 2 5w 2 uydu hoparlörler kablolu uzaktan kumanda pc dizüstü bilgisayar dijitalmüzik çalar oyun konsolları ve dvd ye bağlanabilir ahşap subwoofer ile güçlü ve berrak sesler kktc ve yurtdışına satılan ürünlerde ilgili marka ve ülkelerin uluslararası garanti koşulları geçerlidir bu koşulları araştırmak müşterilerimizin sorumluluğundadır açıklama bitiş özellikler tablosu baslik diğer özellikler renk siyah ürün türü 2 1 bağlantı kablolu garanti süresi 2 yıl marka creative özellikler tablosu bitti ,Bilgisayar > Çevre Birimleri > Hoparlörler,Bilgisayar,Çevre Birimleri,Hoparlörler,,,
12670,logitech mk240 wireless desktop siyah klavye mouse set 920 005789 açıklaması br görsel 1 görsel 1 bitiş açıklama masanıza logitech mk240 klavye mouse set le renk gelsinrenkli kompakt rahat logitech wireless desktop mk240 920 005789 klavye mouse set ile masanıza eğlenceli bir sıçrama ekleyin açıklama bitiş açıklama dayanıklı sıvı sızdırmaz tasarım ve sağlam eğim bacaklar sayesinde bu klavye son inşa edilmiştir ayrıca 1000 dpi yüksek çözünürlüklü optik izleme ile düzgün imleç kontrolü alırsınız açıklama bitiş görsel 1 görsel 1 bitiş özellikler tablosu baslik diğer özellikler bağlantı özelliği usb mouse tipi notebook pc klavye düzeni türkçe bağlantı kablosuz hassasiyet 800 dpi marka logitech garanti süresi 2 yıl özellikler tablosu bitti ,Bilgisayar > Çevre Birimleri > Klavye Mouse Setler,Bilgisayar,Çevre Birimleri,Klavye Mouse Setler,,,
12680,logitech m317 wireless mouse silver 910 004183 açıklaması görsel 1 görsel 1 bitiş açıklama her yerde konforyumuşak kauçuk kavrama yerlerine sahip kompakt yuvarlak hatlı tasarımı sayesinde yolculuk sırasında bile rahat hissedersiniz açıklama bitiş açıklama kullanımı zor dokunmatik yüzey artık tarihe karıştıbilgisayarınızı en fazla kullandığınız yüzeylerde sorunsuz imleç denetimi kesin izleme ve kolay metin seçiminin keyfini süreceksiniz açıklama bitiş görsel 1 görsel 1 bitiş görsel 1 görsel 1 bitiş açıklama tek üründe altısı birdenküçük logitech unifying alıcı altıya kadar unifying uyumlu cihazı güçlü ve güvenilir kablosuz bağlantı ile bağlar 25 metreye kadar açıklama bitiş açıklama bir yıllık piltam bir yıl boyunca pil sorunundan uzak kalabilirsiniz açma kapatma düğmesi pil gücünü korur akıllı uyku modu pil ömrünü uzatır ve gösterge ışığı sürprizleri ortadan kaldırır açıklama bitiş görsel 1 görsel 1 bitiş özellikler tablosu baslik diğer özellikler renk gümüş mouse tipi notebook pc el durumu her iki el algılama şekli optik scroll tuş sayısı 1 tuş adeti 3 bağlantı kablosuz hassasiyet 1000 dpi arayüz usb 2 0 garanti süresi 2 yıl marka logitech özellikler tablosu bitti ,Bilgisayar > Çevre Birimleri > Mouse,Bilgisayar,Çevre Birimleri,Mouse,,,
13078,samsung galaxy alpha g850fq beyaz cep telefonu uzman görüşü sizi ifade edecek tasarım güzel tasarlanmış gerçek metal tasarım ve 4 7 inçlik hd süper amoled ekranın mükemmel uyumu şimdiye kadarki en ince galaxy tasarımı sadece 6 7 mm opsiyonel renk seçenekleri ile sizi en iyi ifade eden rengi seçin galaxy alfa eşsiz zerafet ve stil sunuyor sofistike ve lüks bir görünümü hissetmek için tasarlanmış yüksek kalitede metal çerçeve ile ilk galaxy akıllı telefon yüksek performans geliştirilmiş işlemci samsung galaxy alpha güçlü sekiz çekirdek işlemciye sahiptir güçlü ve yüksek verimli çoklu 8 bağımsız çekirdekten oluşan 64 bitlik işlemci yani size web tarama uygulamaları oyunlar ve daha pürüzsüz ve sorunsuz bir deneyim verir yeni nesil görüntüleme malzemesi daha parlak ekran daha yüksek performans gelişmiş kamera sistemi birinci sınıf kamera samsung galaxy alpha telefonun güzel her anı yakalamak için gelişmiş bir kamerası bulunuyor hızlı odaklama süresi seçilebilir odak ve zengin ton hdr ile eşsiz fotoğraflar çekin gerçek zamanlı hdr ile zor aydınlatma koşullarında bile parlak ve canlı fotoğraf çekilebilirsiniz gelişmiş ön kamerası her selfie nizde en iyi görünmenizi sağlar ultra güç tasarrufu ile daha uzun pil ömrü bitik bir pil yüzünden asla önemli çağrılarınızı kaçırmayın ultra güç tasarrufu modu gereksiz işlevleri kapatarak pil tüketimini azaltır böylece ihtiyacınız olduğu her zaman telefonunuzu kullanabilirsiniz parmak izi güvenliği ile gizliliğinizi koruyun g850fq parmağınızı basit bir şekilde okutarak parmak izi güvenliğinden faydalanabilirsiniz sadece sizin erişeceğiniz kişisel bilgilerinizi güvende tutar parmak zi korumasını web de oturum açmak parola korumalı web sitelerine kolayca erişmek için de kullanabilirsiniz dilerseniz telefon kategorisinden samsung akıllı telefon modellerine diğer akıllı telefonlara cep telefonlarına bakabilir cep telefonunuz için telefon aksesuarları telefon kulaklıkları bluetooth kulaklık şarj cihazlarına gözatabilirsiniz ,Telefon > Cep Telefonu > Akıllı Telefonlar,Telefon,Cep Telefonu,Akıllı Telefonlar,,,
14249,3d tv deneyimis link 24k altın kaplama uçlu yüksek kaliteli hdmi kablosu 3d televizyon uydu bluray dvd tablet pc akıllı telefon ve diğer hdmi cihazlarına yüksek tanımlı hd geliştiriliştirilmiş berrak ve görüntü aktarımı sağlar tv nizden v amplifikatör alıcısına yüksek tanımlı aktarımı sağlar dayanıklı hızlı verimliözel kaplama kılıfı ile daha dayanıklı altın kaplama uçları sayesinde hızlı ve kesintisiz veri aktarımı sağlar bu sayede 4096 2160p 24hz ve 3840 2160 24hz 25hz 30hz yüksek çözünürlüklü videolarınızı sorunsuz bir şekilde iletir yüksek frekans hızlarını desteklediğinden mükemmel yüksek tanımlı 3d deneyimi sunar 3d film ve oyun keyfi link slx 301 yüksek çözünürlüklü 3d görüntüleri sorunsuz iletir bu sayede film izlerken veya oyun oynarken hiç olmadığını kadar memnun kalacaksınız hdmi uyumlu cihazlars link slx 301 hdmi to hdmi kablosu ile televizyon projektör kamera dizüstü bilgisayar ve daha birçok hdmi girişine sahip cihazlarınızı veri kaybı yaşamadan kullanabilirsiniz teknik özellikler,Antenler / Kablolar > S-Link,Antenler / Kablolar,S-Link,,,,
14326,teknik özellikler renk mor nd_tekn oz ic 1 bellek 2 gb nd_tekn oz ic 1 ,Müzik Çalar > APPLE,Other,APPLE,,,,
15014,kingston hyperx savage 4gb ddr3 1600mhz bellek hx316c9sr 4 detay bilgisi ürün kodu hx316c9sr 4kapasite 4gbtürü ddr3hız 1600mhzcas cl9,Bilgisayar Bileşenleri > Bellek > Masaüstü,Bilgisayar,Bellek,Masaüstü,,,
15063,shl3000bl 10 tamboy mavi özellikler dışarıda kullanım için ideal olan 1 2m uzunluğunda kablo ses cihazınızı istediğiniz yere koyma özgürlüğü veren ideal kablo uzunluğu 32 mm hoparlör sürücüleri güçlü ve dinamik çıkışı sağlar ayarlanabilir kulaklık modülleri ve baş bandı her kullanıcıya uyar kapalı tip akustik yapısı iyi yalıtımı sağlar bu philips kulaklıkların kapalı tip akustik yapısı iyi yalıtımı sağlar konforlu ve uzun süreli müzik keyfi için yumuşak kulak yastıkları,Fotoğraf / Elektronik > Kulaklık > Tam Boy Kulaklık,Fotoğraf / Elektronik,Kulaklık,Tam Boy Kulaklık,,,
15532,philips gc 4860 37 azur 2600w buharlı ütü açıklaması br açıklama steamglide taban philips in sunduğu özel bir tabandırsteamglide taban philips in buharlı ütünüz için sunduğu en iyi tabandır çizilmeye karşı son derece dayanıklıdır rahatça hareket ettirilir ve temizlemesi kolaydır açıklama bitiş görsel 1 görsel 1 bitiş görsel 1 görsel 1 bitiş açıklama çift etkili kireç önleme sistemi kireç oluşumunu önler philips buharlı ütünüzün çift etkili kireç önleme sistemi kireç oluşumunu önlemek için kireç önleyici tabletler ve kullanımı kolay kireç temizleme fonksiyonunu kullanır açıklama bitiş açıklama kırışıklıkların daha iyi giderilmesi için 50 dk ya kadar buhar 50 dk ya kadar kesintisiz buhar çıkışı tüm kırışıklıkların etkili bir şekilde giderilmesi için mükemmel buhar miktarı sağlar açıklama bitiş görsel 1 görsel 1 bitiş görsel 1 görsel 1 bitiş açıklama natçı kırışıklıkları gidermek için 200 a kadar şok buhar özenle ve severek en ince hatları ile kaçırmadan ütünüzü yapacaksınız kırışıklıklar artık bizi üzmeyecek buhar püskürtme sayesinde en inatçı kırışıklıklar bile kolayca giderilir açıklama bitiş açıklama philips ütünüzde kuvvetli buhar püskürtme ucubenzersiz buhar ucu tabanın ön tarafında özel olarak sivriltilmiş kısımdır ve özel uzun buhar yuvalarına sahiptir böylece ulaşılması en zor bile ulaşarak mükemmel sonuçlar verir açıklama bitiş görsel 1 görsel 1 bitiş görsel 1 görsel 1 bitiş açıklama kolay saklama için ısıya dayanıklı saklama kutusu bu ısıya dayanıklı saklama kutusu sıcak ütüyü kolayca saklamak için tasarlanmıştır optimum performans ve kutunuzun ömrünü uzatmak için ütüyü kutuda saklamadan önce mutlaka fişini çekin ve su haznesini boşaltın sıcak bir ütüyü kutuya yerleştirdiğinizde kutunun altının dışı da ısınır fakat yanma tehlikesi yoktur açıklama bitiş açıklama philips gc 4860 buharlı ütü özellikleri taban steamglidesürekli buhar çıkışı 50 dk ya kadarbuhar püskürtme 200 gdikey buhar evetsu haznesi kapasitesi 350 mldamlama önleyici evetotomatik kapanma evetkireç temizleme solüsyonu çift etkili kireç temizliği açıklama bitiş açıklama philips tüketici danışma merkezi philips tüketici danışma merkezi 0800 261 3302 tüm philips ürünleri türk philips ticaret ş garantisi altında olup türk philips ticaret ş servisleri tarafından 2 yıl garanti hizmeti verilmektedir kktc ve yurtdışına satılan ürünlerde ilgili marka ve ülkelerin uluslararası garanti koşulları geçerlidir bu koşulları araştırmak müşterilerimizin sorumluluğundadır açıklama bitiş görsel 1 görsel 1 bitiş özellikler tablosu baslik diğer özellikler marka philips garanti süresi 2 yıl kullanım klasik watt 2600 taban tipi steamglide özellikler tablosu bitti ,Beyaz Eşya & Elektrikli Ev Aletleri > Elektrikli Ev Aletleri > Ütüler,Other,Elektrikli Ev Aletleri,Ütüler,,,
15625,powersonic 1200va line interactive ups,Çevre Birimleri > Kesintisiz Güç Kaynakları > Line İnteractive > POWERSONIC,Çevre Birimleri,Kesintisiz Güç Kaynakları,Line İnteractive,POWERSONIC,,
16076,ürün detay ürün özellikleri ürün yorumları taksit seçenekleri ürün kampanyaları ürün hakkında western digital my passport for mac 2 5 1tb usb3 0 2 0 wdbluz0010bsl eesn mac için taşınabilir depolama mac için my passport kompakt bir tasarım içinde yüksek kapasiteye ihtiyaç mac kullanıcıları için tasarlanmış şık taşınabilir sabit disk bu tüm video müzik fotoğraf ve dosyaları saklamak için oda bol yetkisiz kullanıma karşı dosyalarınızı korumak için parola koruması ve donanım şifreleme sunuyor pc ve mac uyumlu ürün özellikleri arayüz usb 3 0 performans özellikleri seri transfer hızı usb 2 0 serial bus transfer hızı usb 2 0 480 mb max fiziksel özellikleri kapasite 1 tb fiziksel boyutlar ngilizce yükseklik 0 60 nç derinlik 3 23 nç genişlik 4 35 nç ağırlık 0 30 pounds metrik yükseklik 15 mm derinlik 82 1 mm genişlik 110 6 mm ağırlık 0 14 kg çevresel özellikler sıcaklık ngilizce işletme 95 41 çalışmadığı 4 149 f sıcaklık metrik işletme 35 ile 5 çalışmadığı 20 ila 65 uygunluk aslan mac os leopard snow leopard için journaled biçimlendirilmiş hfs windows xp windows vista windows 7 için yeniden biçimlendirilebilir paket çeriği taşınabilir sabit disk usb kablosu hızlı kurulum kılavuzu ultra hızlı aktarım hızları usb 3 0 bağlantı noktasına bağlayın ve bir usb 2 0 bağlantısı ile yerine yaklaşık 14 dakika 5 dakika altında bir tam uzunlukta bir hd filmi aktarın usb 3 0 arayüzü elverişli usb 3 0 arabirimi üzerinden güç hızlı macbook veya macbook air bağlanmak ve dosyalarınıza erişebilirsiniz bir güç adaptörü taşımak gerek yok wd security wd nin güvenlik programı unathorized kullanımlarından veya erişimden dosyalarınızı korumak için sürücünüze şifre koruma ve donanım şifreleme ayarlamanızı sağlar usb 3 0 ve usb 2 0 uyumluluğu eğer bir sonraki nesle hızlandırmaya hazır olduğunuzda bu tek sürücü ile usb 2 0 cihazlar bugün ve usb 3 0 ultra hızlı hızı ile uyumlu çalıssın geleceğin teknolojisine yatırım apple time machine ile uyumlu sağ kutudan mac bilgisayar ile çalışıyor yani biçimlendirilmiş hfs günlüklü ayrıca hızlı ve kolay yedekleme için apple time machine ile uyumlu wd drive utilities sürücünüzü kaydetmek wd drive utilities ile sürücü zamanlayıcı tanılama çalıştırın ve daha iyi ayarlayın wd kalitesi içte ve dışta verilerinizin sizin için önemli olduğunu biliyoruz bu yüzden dayanıklılık şok hoşgörü ve uzun vadeli güvenilirlik için zorlu şartlara uygun harddisk tasarladık güzellik ve koruma için tasarlanmış sağlam bir muhafaza ile sürücünüzü korur ürün özellikleri genel kapasite gb 1 tb boyut 2 5 media center yok usb 3 0 2 0 yorum ve puanlar yorum yapabilmeniz için üye iseniz giriş yapınızı değilseniz lütfen üye olunuz giriş yap üye ol ürünün puanı yorum gönder taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 3 6 31 87 tl 286 83 tl 4 73 55 tl 294 19 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 3 6 31 87 tl 286 83 tl 4 73 55 tl 294 19 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 4 47 81 tl 286 83 tl 3 4 40 98 tl 286 83 tl 5 4 31 87 tl 286 83 tl 6 3 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 143 42 tl 286 83 tl 3 95 61 tl 286 83 tl 4 71 71 tl 286 83 tl 5 57 37 tl 286 83 tl 6 47 81 tl 286 83 tl 7 40 98 tl 286 83 tl 8 35 85 tl 286 83 tl 9 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 3 95 61 tl 286 83 tl 6 47 81 tl 286 83 tl 9 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 143 42 tl 286 83 tl 3 95 61 tl 286 83 tl 4 71 71 tl 286 83 tl 5 57 37 tl 286 83 tl 6 47 81 tl 286 83 tl 7 41 39 tl 289 73 tl 8 36 40 tl 291 20 tl 9 32 52 tl 292 69 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 3 57 37 tl 286 83 tl 3 3 47 81 tl 286 83 tl 4 3 40 98 tl 286 83 tl 5 3 35 85 tl 286 83 tl 6 3 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 3 57 37 tl 286 83 tl 3 3 47 81 tl 286 83 tl 4 3 40 98 tl 286 83 tl 5 3 35 85 tl 286 83 tl 6 3 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 143 42 tl 286 83 tl 3 95 61 tl 286 83 tl 4 71 71 tl 286 83 tl 5 57 37 tl 286 83 tl 6 47 81 tl 286 83 tl 7 40 98 tl 286 83 tl 8 35 85 tl 286 83 tl 9 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 143 42 tl 286 83 tl 3 95 61 tl 286 83 tl 4 71 71 tl 286 83 tl 5 57 37 tl 286 83 tl 6 47 81 tl 286 83 tl 9 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 3 6 31 87 tl 286 83 tl 4 73 55 tl 294 19 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 4 47 81 tl 286 83 tl 3 4 40 98 tl 286 83 tl 5 4 31 87 tl 286 83 tl 6 3 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 143 42 tl 286 83 tl 3 95 61 tl 286 83 tl 4 72 43 tl 289 73 tl 5 58 24 tl 291 20 tl 6 48 78 tl 292 69 tl 7 42 03 tl 294 19 tl 8 37 15 tl 297 24 tl 9 33 20 tl 298 78 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 143 42 tl 286 83 tl 3 95 61 tl 286 83 tl 4 72 80 tl 291 20 tl 5 58 54 tl 292 69 tl 6 49 28 tl 295 70 tl 7 42 68 tl 298 78 tl 8 37 54 tl 300 35 tl 9 33 73 tl 303 53 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 3 95 61 tl 286 83 tl 6 47 81 tl 286 83 tl 9 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 3 57 37 tl 286 83 tl 3 3 47 81 tl 286 83 tl 4 3 40 98 tl 286 83 tl 5 3 35 85 tl 286 83 tl 6 3 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 2 3 57 37 tl 286 83 tl 3 3 47 81 tl 286 83 tl 4 3 40 98 tl 286 83 tl 5 3 35 85 tl 286 83 tl 6 3 31 87 tl 286 83 tl taksit taksit tutarı toplam tutar peşin 286 83 tl 286 83 tl 3 6 31 87 tl 286 83 tl 4 73 55 tl 294 19 tl western digital wdbluz0010bsl my passport for mac 2 5 1tb taşınabilir disk için faydalanabileceğiniz kampanyalar havale ve tek çekim ndirimi havale ve kredi kartı tek çekim siparişlerde 3 indirim ,"Bilgisayar > Veri Depolama > Taşınabilir Diskler > 2.5"" Diskler",Bilgisayar,Veri Depolama,Taşınabilir Diskler,"2.5"" Diskler",,
16870,özellikleri ürün grubu duvar aski ap taşima kapasi tesi max 40 kgrenk siyahvesa standart 600x400 mmmin tv ölçüsü 32 81 cm mak tv ölçüsü 52 132 cm teknik özellikler,Tv Aksesuar > Everest,Other,Everest,,,,
17241,detaylı bilgiler teknik bilgiler şletim sistemi apple ios kamera çözünürlüğü 8 0 megapiksel ekran boyutu inch şlemci kapasitesi 1 4 ghz dual core dahili bellek 16 gb hat sayısı tek hatli ram kapasitesi 1 gb renk altin 3g desteği lte fm radyo yok şebeke 2100 mhz 1900 mhz 850 mhz 900 mhz 1800 mhz konuşma süresi dak bekleme süresi saat pil li ion telefon rehber hafızası dahi li hafiza kadar desteklediği bellek kartı yok browser html ekran tipi led kamera var flash var bağlantı gps hsdpa usb wi fi bluetooth ağırlık gr distribütör ürünü evet satış garanti süresi ay ,Telefon > Cep Telefonu,Telefon,Cep Telefonu,,,,
