product_id,description,category,main_category,subcategory_1,subcategory_2,subcategory_3,subcategory_4,subcategory_5
521601,canon cli 526bk siyah 500 sayfa mürekkep kartuş detay bilgisi baskı kapasitesi500renksiyahuyumlu printer listesicanon mg5150canon mg5250canon mg6150canon ip4850,Tüketim Ürünleri > Sarf Malzemeler > Toner,Tüketim Ürünleri,Sarf Malzemeler,Toner,,,
522893,ürün hakkında özellikleri ürün grubu duvar aski ap taşima kapasi tesi max 40 kgrenk siyahvesa standart 600x400 mmmin tv ölçüsü 32 81 cm mak tv ölçüsü 52 132 cm _____________________________ ,Aksesuar & Sarf Malz. > Projeksiyon Aksesuarları > Askı Aparatı,Aksesuar,Projeksiyon Aksesuarları,Askı Aparatı,,,
524125, xerox phaser 6121 modeli yazıcılar için kullanabileceğiniz siyah toner baskı kapasitesi 2 500 sayfa baski adedi 2500 sayfamodel numarasi106r01476renkli si yahsiyahuyumlulukxerox phaser 6121mfp,Bilgisayar > Yazıcı/Tarayıcı/Fax > Yazıcı Tonerleri > XEROX 106R01476 PHASER 6121MFP YUKSEK KAPASITELI SIYAH TONER KARTUSU 2500 SAYFA,Bilgisayar,Yazıcı/Tarayıcı/Fax,Yazıcı Tonerleri,XEROX 106R01476 PHASER 6121MFP YUKSEK KAPASITELI SIYAH TONER KARTUSU 2500 SAYFA,,
524288,lg 42lb670v led televizyongenel özelliklertelevizyon tipiledekran boyutu42 ekran formatı16 9görüntü tarama hızı700 hzgörüntü çözünürlüğü1920x 1080hd ready fullhd 3dfull hdbağlantı özelliklerihdmi girişlerivarusb bağlantısıvarpc bağlantısıvarwi fivardahili uydu alıcısıvarses özelliklerises çıkışı12w 12wdiğersmart tvvargaranti süresi24 ay,Televizyon,Televizyon,,,,,
524914,tuş sayısı3 tuş kauçuk yan tutuş bölgeleriaçıklamakablosuz şıklık ve rahatlık sunan dizüstü faresibrnano alıcıverici fare çine saklanabilirpil durum göstergesi,Bilgisayar Bileşenleri > Resim > Microsoft > MS MOBILE 3000 NANO MOUSE SİYAH USB 2EF-00003,Bilgisayar,Resim,Microsoft,MS MOBILE 3000 NANO MOUSE SİYAH USB 2EF-00003,,
526109,i şletim sistemiandroid 4 4i şlemci1 9 dört çekirdek 1 3 dört çekirdek exynos 5420 octacore işlemcii şlemci çekirdek sayısı4bellek16 gbram3 gbdisk kapasitesi16 gbekran boyutu10 5 ekran çözünürlüğü2560 1600ekran türüamoled3gyokbluetoothvarhdmiyokwi fivarboyutlar247 3 177 3 6 6 mmağırlık gr 465 grarka kamera8 mpgüç7900mahön kamera2 1 mpgaranti süresi2 yılürün tipitabletgarantiresmi distribütor garantiliarttırılabilir hafızavargpsvarkameraçift kameramarkasamsung,Bilgisayar > Taşınabilir Bilgisayar > Tablet,Bilgisayar,Taşınabilir Bilgisayar,Tablet,,,
528462,corsair corsair 4gb 1333mhz ddr3 cmv4gx3m1a1333c9 bellek ram kısa açıklama corsair 4gb 1333mhz ddr3 cmv4gx3m1a1333c9 bellek ram garanti süresi 24 ay gönderim süresi 1 ile 3 iş günü içerisinde gönderilir ürün fiyatı 93 93 tl araçlar general 4 phtml adet garanti koşulları taksit seçenekleri teslimat şartları garanti ve ade güvenlik bilgileri bu ürün ile birlikte aşağıdaki indirimli ürünlerden almak istermisiniz model corsair value ddr3 1333mhz cl9 4gb so dimm model numarası bc cmso4gx3m1a1333c9 kapasite 4gb 1x4gb single hız ddr3 1333 pc3 1066 yapı 240 pin so dimm teknoloji ddr3 gecikme süreleri 9 9 9 24 soğutma yok voltaj 1 5 volts kargo ucreti 10 00 desi10 00 tl,Bilgisayar > Bilgisayar Bilesenleri > Bellek (Ram) > Masaüstü Bellek(Ram),Bilgisayar,Bilgisayar Bilesenleri,Bellek (Ram),Masaüstü Bellek(Ram),,
528628,xerox 106r01476 yüksek kapasite siyah toner phaser 6121 detay bilgisi xerox phaser 6121 mfp modeli yazıcılar için kullanabileceğiniz siyah toner baskı kapasitesi 2 600 sayfa106r01476 phaser 6121mfp high capacity yellow black cartridge 2600 page,Tüketim Ürünleri > Sarf Malzemeler > Toner,Tüketim Ürünleri,Sarf Malzemeler,Toner,,,
528648,hp 940xl c4906a siyah mürekkep kartuş detay bilgisi hp 940xl officejet mürekkep kartuşu c4906ae siyahhp 940 officejet mürekkep kartuşları c4906ae spesifikasyonlar lazer kalitesinde siyah metin elde edin suya karşı dirençli normal kağıt belgeler bastırın1 sık yapılan baskı için tasarlanan yüksek kapasiteli kartuşlar seçin genel bakış ve spesifikasyonlar genel bakış ve özellikler genel bakış hp 940xl siyah officejet mürekkep kartuşları hp officejet mürekkepleri kullanarak lazer kalitesinde siyah metin üretir ofis için tasarlanan pigment mürekkepler kullanarak profesyonel normal kağıt belgeler bastırın ekonomikçok miktarda baskı için yüksek kapasiteli baskı kartuşları daha çok baskı daha çok tasarruf orijinal hp mürekkepleri renk siyah yazdırma özellikleri baskı kartuşlarının renkleri siyahuyumlu mürekkep türleri pigment temelli baskı kapasitesi renkli 2200 sayfa sayfa üretimi dipnotu yaklaşık kapasite gerçek kapasite yazıcıya ve kullanım özelliklerine bağlıdır daha fazla bilgi için bkz http www hp com go learnaboutsupplies boyutlar ağırlık garanti paket boyutları x x 142 124 40 mmpaket ağırlığı 0 129 kg,Tüketim Ürünleri > Sarf Malzemeler > Toner,Tüketim Ürünleri,Sarf Malzemeler,Toner,,,
528714,corsair corsair 240gb force 3 2 5 sata3 6gb 555 525 bc cssd f240gbgs bk kısa açıklama corsair 240gb force 3 2 5 sata3 6gb 555 525 bc cssd f240gbgs bk garanti süresi 24 ay gönderim süresi ürün fiyatı 509 66 tl araçlar general 4 phtml adet garanti koşulları taksit seçenekleri teslimat şartları garanti ve ade güvenlik bilgileri bu ürün ile birlikte aşağıdaki indirimli ürünlerden almak istermisiniz corsair 240gb force 3 2 5 sata3 6gb 555 525 bc cssd f240gbgs bkmarka corsairürün kodu cssd f240gbgs bkean kodubağlantı sata iiikapasite 240 gbmax okuma hızı 555 mb smax yazma hızı 525 mb smax 4k rastgele yazma iops 90000trim desteği evet varortalama ömür 2 000 000 saataktif güç tüketimi 4 60 wpasif güç tüketimi 0 60 wşoka dayanıklılık 1500 gağırlık 80 gr kargo ucreti 5 00 desi5 00 tl,Bilgisayar > Veri Depolama > SSD (Solid State Drive),Bilgisayar,Veri Depolama,SSD (Solid State Drive),,,
531145,lg 65ub980v led televizyon kısa açıklama lg 65ub980v led televizyon garanti süresi 24 ay gönderim süresi ürün fiyatı 7 998 00 tl araçlar general 4 phtml adet garanti koşulları taksit seçenekleri teslimat şartları garanti ve ade güvenlik bilgileri bu ürün ile birlikte aşağıdaki indirimli ürünlerden almak istermisiniz lg 65ub980v led televizyon dahıli hd uydu alıcı smart wi fi 3d özellik 65 165 cm ekran boyutu 1000 hz görüntü tarama hızı 3 adet hdmi 3 adet usb giriş lg 65ub980v led televizyon kargo ucreti 49 00 desi49 00 tl,Televizyon > LED Televizyon > LG Led Tv,Televizyon,LED Televizyon,LG Led Tv,,,
531503,ürün hakkında mac mini ci5 2 6ghz 8gb 1tb intel iris graphics os yosemite,Bilgisayar > Masaüstü PC,Bilgisayar,Masaüstü PC,,,,
535510,garanti süresi 24 ay 24 ay,Aksesuar > Tv & Projektör Askı Aparatı > Everest TK-5 LED/LCD Slim Askı Aparatı,Aksesuar,Tv & Projektör Askı Aparatı,Everest TK-5 LED/LCD Slim Askı Aparatı,,,
535794,ürün hakkında 500 wradyosiyahkablosuz arka hoparlörler ready5 1 kanal3d bluray disc bluray disc cd divx dvdyavaş oynatmadivx altyazı desteği3d realsound dolby digital dolby digital plus dts stereo5 1 desteği3dhdmi optik ses çıkışı,Ev Aletleri & Elektronik > Ev Sinema Sistemi,Ev Aletleri & Elektronik,Ev Sinema Sistemi,,,,
535865,ürün hakkında kapasite 4 gbdoğrudan usb bağlantısıuzun pil ömrü 23saat sürükle bırak özelliğihızlı şarj 3 dakika ekstra basözelliğiözelliği,Ev Aletleri & Elektronik > MP3 & MP4 Çalar,Ev Aletleri & Elektronik,MP3 & MP4 Çalar,,,,
538968,samsung ue 48h6270 3d smart led televizyon kısa açıklama 48 4 çekirdekli full hd led tv garanti süresi 24 ay gönderim süresi ürün fiyatı 2 199 00 tl araçlar general 4 phtml adet garanti koşulları taksit seçenekleri teslimat şartları garanti ve ade güvenlik bilgileri bu ürün ile birlikte aşağıdaki indirimli ürünlerden almak istermisiniz aşağidaki ürünlerden bi tanesi ni ndi ri mli olarak alabi li rsi ni askı aparatı 39 00 tl ndirimli altın uçlu hdmı kablo 39 00 tl ndirimli teknik özellikler cihaz tipi led tv ekran boyutu cm 122 cm ekran boyutu inç 48 inç enerji verimlilik sınıfı full hd 1080p evet 3d evet smart tv evet şlemci dört çekirdekli model 1327355 görüntü çözünürlük 1 920 1 080 piksel yenileme hızı 200 hz görüntü iyileştirme sistemi wide color enhancer plus led arka ışık evet usb kayıt evet resepsiyon dvb evet dvb evet dvb evet dvb s2 evet ekipman picture in picture pip evet ebeveyn kontrolü evet özel özellikler futbol modunda ci sertifikalı evet uygulama uyumluluğu evet ses müzik gücü 40 watt dolby decoder dts studio ses dts premium sound 5 1 bağlantilari bileşikleri bağlantılar 4x hdmi 3x usb komponent kompozit olarak ethernet lan kulaklık çıkışı dijital optik çıkışı 2x anten girişi skart hdmi port sayısı 4 mevcut yuvaları ci nternet hazır evet internet işlevleri web tarayıcı wi fi evet enerji arzi güç tüketimi aktif 115 watt güç tüketimi bekleme 0 3 watt yıllık enerji tüketimi 72 kwh genel özellikler renk gümüş vesa standart 200 200 mm stand olmadan genişlik 90 7 cm ayaksız yükseklik 53 6 cm ayaksız derinlik 6 3 cm standı ile genişlik 90 7 cm standı ile yükseklik 60 5 cm standı ile derinlik 26 5 cm ağırlık stand ile 8 9 kg teslimat kapsamı led tv uzaktan kumanda güç kablosu manuel enerji tüketim verileri enerji verimlilik sınıfı on durumu güç tüketimi 115 wattwattwatt elektrik enerjisi için ölçü birimidir yıllık enerji tüketimi 72 kwh alt gizli ekran boyutu 101 cm 40 inç 2 yıl thalatçı firma garantilidir kargo ucreti 69 00 desi69 00 tl,Televizyon > LED Televizyon > Samsung Led Tv,Televizyon,LED Televizyon,Samsung Led Tv,,,
539690,ürün detay ürün özellikleri ürün yorumları taksit seçenekleri ürün kampanyaları ürün hakkında 6 bar buhar basıncı 120 dk buhar gücü 310 dk şok buhar 3 ısı buhar ayarı 1 8l su tank kapasitesi çıkarılabilir su tankı sürekli dolum autoclean taban kordon saklama bölmesi kilit sistemi comfort ürün özellikleri taban diğer buhar kazanı var kablosuz kullanım yok yorum ve puanlar yorum yapabilmeniz için üye iseniz giriş yapınızı değilseniz lütfen üye olunuz giriş yap üye ol ürünün puanı yorum gönder taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 3 6 65 67 tl 591 00 tl 4 151 54 tl 606 15 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 3 6 65 67 tl 591 00 tl 4 151 54 tl 606 15 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 4 98 50 tl 591 00 tl 3 4 84 43 tl 591 00 tl 5 4 65 67 tl 591 00 tl 6 3 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 295 50 tl 591 00 tl 3 197 00 tl 591 00 tl 4 147 75 tl 591 00 tl 5 118 20 tl 591 00 tl 6 98 50 tl 591 00 tl 7 84 43 tl 591 00 tl 8 73 88 tl 591 00 tl 9 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 3 197 00 tl 591 00 tl 6 98 50 tl 591 00 tl 9 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 295 50 tl 591 00 tl 3 197 00 tl 591 00 tl 4 147 75 tl 591 00 tl 5 118 20 tl 591 00 tl 6 98 50 tl 591 00 tl 7 85 28 tl 596 97 tl 8 75 00 tl 600 00 tl 9 67 01 tl 603 06 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 3 118 20 tl 591 00 tl 3 3 98 50 tl 591 00 tl 4 3 84 43 tl 591 00 tl 5 3 73 88 tl 591 00 tl 6 3 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 3 118 20 tl 591 00 tl 3 3 98 50 tl 591 00 tl 4 3 84 43 tl 591 00 tl 5 3 73 88 tl 591 00 tl 6 3 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 295 50 tl 591 00 tl 3 197 00 tl 591 00 tl 4 147 75 tl 591 00 tl 5 118 20 tl 591 00 tl 6 98 50 tl 591 00 tl 7 84 43 tl 591 00 tl 8 73 88 tl 591 00 tl 9 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 295 50 tl 591 00 tl 3 197 00 tl 591 00 tl 4 147 75 tl 591 00 tl 5 118 20 tl 591 00 tl 6 98 50 tl 591 00 tl 9 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 3 6 65 67 tl 591 00 tl 4 151 54 tl 606 15 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 4 98 50 tl 591 00 tl 3 4 84 43 tl 591 00 tl 5 4 65 67 tl 591 00 tl 6 3 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 295 50 tl 591 00 tl 3 197 00 tl 591 00 tl 4 149 24 tl 596 97 tl 5 120 00 tl 600 00 tl 6 100 51 tl 603 06 tl 7 86 59 tl 606 15 tl 8 76 55 tl 612 44 tl 9 68 40 tl 615 63 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 295 50 tl 591 00 tl 3 197 00 tl 591 00 tl 4 150 00 tl 600 00 tl 5 120 61 tl 603 06 tl 6 101 55 tl 609 28 tl 7 87 95 tl 615 63 tl 8 77 36 tl 618 85 tl 9 69 49 tl 625 40 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 3 197 00 tl 591 00 tl 6 98 50 tl 591 00 tl 9 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 3 118 20 tl 591 00 tl 3 3 98 50 tl 591 00 tl 4 3 84 43 tl 591 00 tl 5 3 73 88 tl 591 00 tl 6 3 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 2 3 118 20 tl 591 00 tl 3 3 98 50 tl 591 00 tl 4 3 84 43 tl 591 00 tl 5 3 73 88 tl 591 00 tl 6 3 65 67 tl 591 00 tl taksit taksit tutarı toplam tutar peşin 591 00 tl 591 00 tl 3 6 65 67 tl 591 00 tl 4 151 54 tl 606 15 tl tefal gv8930 pro express total auto control buhar jeneratörü için faydalanabileceğiniz kampanyalar havale ve tek çekim ndirimi havale ve kredi kartı tek çekim siparişlerde 3 indirim ,Küçük Ev Aletleri > Elektrikli Ev Aletleri > Ütüler > Buhar Kazanlı Ütüler,Küçük Ev Aletleri,Elektrikli Ev Aletleri,Ütüler,Buhar Kazanlı Ütüler,,
541486,her yerde konfor yumuşak kauçuk kavrama yerlerine sahip kompakt yuvarlak hatlı tasarımı sayesinde yolculuk sırasında bile rahat hissedersiniz kullanımı zor dokunmatik yüzey artık tarihe karıştı bilgisayarınızı en fazla kullandığınız yüzeylerde sorunsuz imleç denetimi kesin izleme ve kolay metin seçiminin keyfini süreceksiniz tek üründe altısı birden küçük logitech unifying alıcı altıya kadar unifying uyumlu cihazı güçlü ve güvenilir kablosuz bağlantı ile bağlar 25 metreye kadar bir yıllık pil tam bir yıl boyunca pil sorunundan uzak kalabilirsiniz açma kapatma düğmesi pil gücünü korur akıllı uyku modu pil ömrünü uzatır ve gösterge ışığı sürprizleri ortadan kaldırır algılamaoptikbağlantı arabirimiusbbağlantı şeklikablosuzbuton sayısı3garanti süresi2 yılrenkgümüş,Bilgisayar > Çevre Birimleri > Mouseler > LOGITECH M317 Kablosuz Mouse Gümüş (910-004183),Bilgisayar,Çevre Birimleri,Mouseler,LOGITECH M317 Kablosuz Mouse Gümüş (910-004183),,
543204,arka kamera5 mpdisk kapasitesi64 gbekran boyutu9 7 inçekran çözünürlük2048 1536ekran tipiled ips retinagpsvarrenkaltınserisiapple ipad airwlanvari şlemciapple a8xi şlemci tipiapplei şletim sistemiiosön kamera1 2 mp,Bilgisayar > Bilgisayarlar > Tablet Pcler > APPLE TB 9.7 iPad Air 2 64GB WiFi GOLD MH182TU/A,Bilgisayar,Bilgisayarlar,Tablet Pcler,APPLE TB 9.7 iPad Air 2 64GB WiFi GOLD MH182TU/A,,
546848,desenvarkablosuz alıcıunifyingklavye tipikablosuzklavye mouse setevetpc bağlantıusbsıvıya dayanıklıvartasarımstandarttuş takımıq türkçe,Bilgisayar > Çevre Birimleri > Klavye Mouse Takımları > LOGITECH MK240 Klavye+ Mouse Kablosuz (920-005789),Bilgisayar,Çevre Birimleri,Klavye Mouse Takımları,LOGITECH MK240 Klavye+ Mouse Kablosuz (920-005789),,
550158,garanti süresi 24 ay 24 ay,Bilgi Teknolojileri > Çevre Birimi > Hoparlörler > Logitech Z-150 2.0 Hoparlör Beyaz,Bilgi Teknolojileri,Çevre Birimi,Hoparlörler,Logitech Z-150 2.0 Hoparlör Beyaz,,
550650,bağlantı şeklianalog vga ekran boyutu inch 20 0görüş açısı yatay dikey 170 160kontrast oranı10000 1maximum çözünürlük1600x900multimedya monitörhayirnokta aralığı mm 0 277 0 277on screen displayvarrenkparlak siyahsatış garanti süresi ay 24tepki süresi ms 5usb hubyokönerilen çözünürlük1600 900,"Bilgisayar > Çevre Birimleri > Monitörler > PHILIPS 203V5LSB26/62 19,5"" Wide 5ms LED MONİTÖR(S",Bilgisayar,Çevre Birimleri,Monitörler,"PHILIPS 203V5LSB26/62 19,5"" Wide 5ms LED MONİTÖR(S",,
552072,ürün hakkında 11 n000t x360 n3540 2 16 ghz 11 6 hd 4gb 750 win8 64 bit 360 çokyönlülük uygun fiyat 360 derecelik dönme açısıyla bu inanılmazkullanışlı dönüştürülebilir bilgisayarı kolayca stand veya tablethaline getirebilirsiniz optimize edilmiş dokunmatik ekran performansıve beatsaudio ile tüm üretkenlik ve eğlence ihtiyaçlarınızınçözümü parmak uçlarınızda en esnek çalışma ortamını sağlayan 360derecelik dönme açısı dizüstü bilgisayarın üretkenliğinden tavizvermeden istediğinizde bir standa dönüştürerek eğlence merkezi halinegetirebilir veya tablet olarak seyahatlerde kullanabilirsiniz buyenilikçi dönüştürülebilir bilgisayar tüm ihtiyaçlarınızı karşılayacakesnekliğe sahip ekranda parmaklarınızı kullanın yenilikçi dönüştürülebilir bilgisayarınızı ister dizüstü bilgisayar ister standveya tablet modunda kullanın en yeni dokunmatik ekran teknolojilerisayesinde en iyi sonucu elde edersiniz beatsaudio beatsaudio veher konumda kullanıma uygun çift hoparlörüyle hp pavilion x360 birbilgisayarda olabilecek en iyi en zengin sesleri şletim sistemi ailesi ms windowscpu ailesi intel pentiumstandart sistem belleği 4gbmaks sistem belleği 8gbsistem belleği türü ddr iii 1600 mhzsabit disk gb 750 0sabit disk devir hızı rpm 5 400ekran kartı chip seti intel hdekran boyutu inch 11 6i şletim sistemi windows 8 64 bitdokunmatik ekran vardogal ekran cozunurlugu 1366x768ekran tipi hd led3g desteği yokusb 2 portu 1usb 3 0 portu 1bluetooth varwlan wi fi varnetwork 10 100 mbitklavye türü standarttuş dizimi trkamera vartasınabilir bilgisayar türü notebookportlar hdmisatış garanti süresi ay 24,Bilgisayar > Notebook / Laptop,Bilgisayar,Notebook / Laptop,,,,
552280,ürün hakkında uydudan güncelleme usb ile mp3 dosyalarını oynatabilme usb ile resim oynatabilme usb ile kayıt edebilme iptv video dosyalarını izleyebilme hdmi high definition multimedia interface çıkış favori listesi düzenleme,Ev Aletleri & Elektronik > Uydu Alıcı,Ev Aletleri & Elektronik,Uydu Alıcı,,,,
552645,bi lgi sayara bağlantisiusbdestekledi ği ürünler2 5 harddiskhari ci güç adaptörügerektirmez,"Bilgisayar > Aksesuarlar > Taşınabilir Harddisk Kutuları > FRISBY FHC-2530S USB HDD KUTU 2,5inc (SATA)",Bilgisayar,Aksesuarlar,Taşınabilir Harddisk Kutuları,"FRISBY FHC-2530S USB HDD KUTU 2,5inc (SATA)",,
553560,tak çalıştır özelliği vardır otomatik kart tipini algılar sd mini sd flash ve m2 kartları ile uyumludur usb2 0 ve usb 1 1 standartları ile uyumludur yuksek hızda 480 mbps tam hızda 12mbps veri transfer hızını destekler sürücü yüklenmesine ihtiyaç duymaz win98se dışında ,"Bilgisayar > Aksesuarlar > Kart Okuyucular > FRISBY FCR-40P SD/MiniSD/T-Flash/M2 Kart O. USB2,0",Bilgisayar,Aksesuarlar,Kart Okuyucular,"FRISBY FCR-40P SD/MiniSD/T-Flash/M2 Kart O. USB2,0",,
556499,ürün detay ürün özellikleri ürün yorumları taksit seçenekleri ürün kampanyaları ürün özellikleri gönderim süresi 1 3 ş günü soğutucu grubu şlemci fanı yorum ve puanlar yorum yapabilmeniz için üye iseniz giriş yapınızı değilseniz lütfen üye olunuz giriş yap üye ol ürünün puanı yorum gönder taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 3 6 16 66 tl 149 92 tl 4 38 44 tl 153 77 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 3 6 16 66 tl 149 92 tl 4 38 44 tl 153 77 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 4 24 99 tl 149 92 tl 3 4 21 42 tl 149 92 tl 5 4 16 66 tl 149 92 tl 6 3 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 74 96 tl 149 92 tl 3 49 97 tl 149 92 tl 4 37 48 tl 149 92 tl 5 29 98 tl 149 92 tl 6 24 99 tl 149 92 tl 7 21 42 tl 149 92 tl 8 18 74 tl 149 92 tl 9 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 3 49 97 tl 149 92 tl 6 24 99 tl 149 92 tl 9 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 74 96 tl 149 92 tl 3 49 97 tl 149 92 tl 4 37 48 tl 149 92 tl 5 29 98 tl 149 92 tl 6 24 99 tl 149 92 tl 7 21 63 tl 151 44 tl 8 19 03 tl 152 20 tl 9 17 00 tl 152 98 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 3 29 98 tl 149 92 tl 3 3 24 99 tl 149 92 tl 4 3 21 42 tl 149 92 tl 5 3 18 74 tl 149 92 tl 6 3 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 3 29 98 tl 149 92 tl 3 3 24 99 tl 149 92 tl 4 3 21 42 tl 149 92 tl 5 3 18 74 tl 149 92 tl 6 3 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 74 96 tl 149 92 tl 3 49 97 tl 149 92 tl 4 37 48 tl 149 92 tl 5 29 98 tl 149 92 tl 6 24 99 tl 149 92 tl 7 21 42 tl 149 92 tl 8 18 74 tl 149 92 tl 9 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 74 96 tl 149 92 tl 3 49 97 tl 149 92 tl 4 37 48 tl 149 92 tl 5 29 98 tl 149 92 tl 6 24 99 tl 149 92 tl 9 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 3 6 16 66 tl 149 92 tl 4 38 44 tl 153 77 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 4 24 99 tl 149 92 tl 3 4 21 42 tl 149 92 tl 5 4 16 66 tl 149 92 tl 6 3 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 74 96 tl 149 92 tl 3 49 97 tl 149 92 tl 4 37 86 tl 151 44 tl 5 30 44 tl 152 20 tl 6 25 50 tl 152 98 tl 7 21 97 tl 153 77 tl 8 19 42 tl 155 36 tl 9 17 35 tl 156 17 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 74 96 tl 149 92 tl 3 49 97 tl 149 92 tl 4 38 05 tl 152 20 tl 5 30 60 tl 152 98 tl 6 25 76 tl 154 56 tl 7 22 31 tl 156 17 tl 8 19 62 tl 156 99 tl 9 17 63 tl 158 65 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 3 49 97 tl 149 92 tl 6 24 99 tl 149 92 tl 9 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 3 29 98 tl 149 92 tl 3 3 24 99 tl 149 92 tl 4 3 21 42 tl 149 92 tl 5 3 18 74 tl 149 92 tl 6 3 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 2 3 29 98 tl 149 92 tl 3 3 24 99 tl 149 92 tl 4 3 21 42 tl 149 92 tl 5 3 18 74 tl 149 92 tl 6 3 16 66 tl 149 92 tl taksit taksit tutarı toplam tutar peşin 149 92 tl 149 92 tl 3 6 16 66 tl 149 92 tl 4 38 44 tl 153 77 tl zalman cnps11x performa 120mm tipi çift isı lga2011 cpu fanı için faydalanabileceğiniz kampanyalar havale ve tek çekim ndirimi havale ve kredi kartı tek çekim siparişlerde 3 indirim ,Bilgisayar > Bilgisayar Bileşenleri > Overclock / Soğutucular,Bilgisayar,Bilgisayar Bileşenleri,Overclock / Soğutucular,,,
557675,baskı kapasitesi500renksiyah,Bilgisayar > Yazıcı/Tarayıcı/Fax > Mürekkep Kartuşları > CANON 4540B001 CLI-526BK SIYAH KARTUS,Bilgisayar,Yazıcı/Tarayıcı/Fax,Mürekkep Kartuşları,CANON 4540B001 CLI-526BK SIYAH KARTUS,,
557682,baskı kapasitesi400renkcyan,Bilgisayar > Yazıcı/Tarayıcı/Fax > Mürekkep Kartuşları > BROTHER LC47-C MAVİ KARTUŞ 400 SAYFA,Bilgisayar,Yazıcı/Tarayıcı/Fax,Mürekkep Kartuşları,BROTHER LC47-C MAVİ KARTUŞ 400 SAYFA,,
557991,satış garanti süresi ay ipadrenkli si yahsiyahbaski adedi tahminidir 800 sayfa,Bilgisayar > Yazıcı/Tarayıcı/Fax > Mürekkep Kartuşları > HP C8721E Siyah INKJET NO 363,Bilgisayar,Yazıcı/Tarayıcı/Fax,Mürekkep Kartuşları,HP C8721E Siyah INKJET NO 363,,
558558,satış garanti süresi ay 24baski adedi tahminidir 825 sayfarenkli si yahmavi ,Bilgisayar > Yazıcı/Tarayıcı/Fax > Mürekkep Kartuşları > HP CN054A Mavi NO.933XL (Officejet 6100/6600),Bilgisayar,Yazıcı/Tarayıcı/Fax,Mürekkep Kartuşları,HP CN054A Mavi NO.933XL (Officejet 6100/6600),,
