product_id,description,category
67589,"Teknik Özellikler Güç adaptörü kablosu: 1,8 m Ürün boyutları: (Y x G x D) 151,5 mm X 84,5 mm X 76 mm Ağırlık: 583 g Garanti: 2 YIL	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",SES SİSTEMİ > LOGITECH > Z150
67610,"Çıkış gücü 9w,75dB Açıklama ahşap subwoofer ile güçlü ve berrak ses Kablolu uzaktan kumanda 4w subwoofer ve 2,5W 2 uydu hoporlör 2 yıl garanti	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",SES SİSTEMİ > CREATIVE > A120
67651,"Ürün Kodu :	CNPS11X PERFORMA EAN Kodu :	8809213762222 İşlemci Desteği: Intel / AMD Sıvı Soğutma: Hayır / Yok Materyal :	Alüminyum / Bakır Fan Boyutu: 120mm Fan Devir Hızı: 1,000 ~ 1,600 rpm ± 10% Fan Gürültü Seviyesi: 17 ~ 26dBA Garanti: 2 YIL	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",OVERCLOCK VE SOĞUTMA > OEM > CNPS11X Performa
67695,"Standartlar IEEE802.11b, IEEE802.11g, IEEE802.11n Arabirim USB2.0 Kablosuz Ağ Hızı 802.11n:Tx: 300Mbps (Max) / Rx: 300Mbps (Max) 802.11g:54/48/36/24/18/12/9/6Mbps 802.11b:11/5.5/2/1Mbps Frekans Aralığı 2.4 ~ 2.5 GHz Dahili Anten 2 on-board PCB antenna Modülasyon Tipi OFDM: BPSK, QPSK, 16-QAM, 64-QAM, DBPSK, DQPSK, CCK Garanti : 2 yıl	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",NETWORK / AĞ ÜRÜNLERİ > ASUS > USB-N13
67697,"Garanti Süresi 24 Ay Kablosuz Sinyal 802.11b : 1, 2, 5.5, 11Mbps 802.11g : 6,9,12,18,24,36,48,54Mbps 802.11n : up to 150Mbps Arayüz/ Portlar IEEE 802.11b, IEEE 802.11g, IEEE 802.11n, IEEE 802.3, IEEE 802.3u, IPv4 Boyutlar AC Girişi: 110V ~ 240V (50 ~ 60Hz) DC Çıkış: maks 12 V. 0,5 A akım Açıklama / Diğer Yönetim DHCP WAN Bağlantısı Türü: İnternet bağlantı tipi: Otomatik IP, Statik IP, PPPoE (MPPE destekli), PPTP, L2TP Bilgi Notu 2.4GHz	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",NETWORK / AĞ ÜRÜNLERİ > ASUS > RT-N10E
67846,"Garanti Süresi 24 Ay Buton Sayısı 3 (1 scroll) Bağlantı USB Aciklama Boyutlar: 46,99 x 200,66 x 140,97 mm Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",KLAVYE / MOUSE > MICROSOFT > 2EF-00003
67948,"Ürün Adı: Centuro 700W Bronze Modular Centauro XTK-CB-0700M Güç : 700W Dimension 160mm(L) x 150mm(W) x 86mm(H) Power Factor PF > 0.9 Cooling System 14cm fan, Max. 1500RPM±10%, 0.33A, 119.8CFM Hold-up Time 17 ms Noise Level 16dBA±10% at 800RPM Max. 27.9dBA INPUT Input Voltage 100-240VAC or 230VAC only (Two models) [NOTICE]Please note the AC input wattage on power supply package before purchase, model of 230V AC input only is not workable in 100~115V countries. Input Frequency Range 47~63Hz MTBF 100,000 hrs minimum (at 25°C) Input Current Max. 10A OUTPUT Max/Min Regulation *1 Ripple & Noise *2 Output +3.3V 22.0A/0.1A +5, -5% 50mV 130W +5V 22.0A/0.2A +5, -5% 50mV +12V 50.0A/0.6A +5, -5% 120mV 600W -12V 0.3A/0.0A +10, -10% 120mV 3.6W +5Vsb 3.0A/0.0A +5, -5% 50mV 15W Total Power 700W Protection UVP: Under Voltage Protection OVP: Over Voltage Protection OCP: Over Current Protection OPP: Over Power Protection OTP: Over Temperature Protection SCP: Short Circuit Protection Garanti: 24 Ay	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",KASA - PSU > OEM > Centuro 700W
68331,"Bellek Miktarı : 4 GB, 512 bit Bellek Türü : GDDR5 Bağlantı Arabirimi : PCIExp Grafik Chipseti : Radeon R9 290X Display Support	supports up to 3 display monitor(s) without DisplayPort 4 x Maximum Display Monitor(s) support Output	1 x HDMI (with 3D) 1 x DisplayPort 1.2 2 x Dual-Link DVI-D GPU	1040 MHz Core Clock 28 nm Chip 2816 x Stream Processors Video Memory	4096 MB Size 512 -bit GDDR5 5200 MHz Effective Dimension	305(L)X113(W)X38(H) mm Size. 2.2 x slot Software	Driver CD Accessory	8 PIN to 4 PIN Power Cable 6 PIN to 4 PIN Power Cable HDMI 1.4a high speed 1.8 meter cable(Full Retail SKU only) Garanti: 24 Ay	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",EKRAN KARTI > SAPPHIRE > R9 290X TRI-X OC
68478,"ÜRÜN ÖZELLİKLERİ: Kamera ve video Cep telefonu için 20,7 MP Exmor RS™ görüntü sensörü, 4K video çekimi Seri çekim modu resim/film için HDR 8x dijital yaklaştırma Önden görünümlü kamera (2,2 MP 1080p) Coğrafi etiketleme HD video kaydı (1080p) Görüntü sabitleyici Nesne izleme Kırmızı göz engelleme Çekim modu belirleme Web'e gönder Smile shutter™ Mobil görüntü algılayıcısı için Sony Exmor RS Süper Otomatik Sweep Panorama Temas odaklı Dokunarak çekim Beyaz dengesi Görüntü yakalama, desteklenen biçimler: JPEG Görüntü oynatma, desteklenen biçimler: BMP, GIF, JPEG, PNG, WebP Video kaydetme, desteklenen biçimler: 3GPP, MP4 Video oynatma, desteklenen biçimler: 3GPP, MP4, M4V, MKV, AVI, XVID, WEBM Yüz saptama Design and display 5,2 inç, 16,777,216 renk Full HD 1920x 1080 piksel Cep telefonu için TRILUMINOS™ Ekran Cep telefonu için X-Reality™ görüntü motoru Yüz Algılama ile Kilit Açma Hareket girişi Pil STAMINA modu Dokunma hareketi: Çok dokunuşlu, 10 parmağa kadar desteklenir Ekran resmi yakalama Throw Döndür ve yaklaştır Bellek RAM: 3 GB Flaş bellek: 16 GB'a kadar***** Genişletme yuvası: microSD™ kart, 128 GB'a kadar (SDXC destekli) Önceden yüklenmiş uygulamalar Sokak görünümü özellikli Google Maps for Mobile** Google Hangouts** Sony Select Web tarayıcı (WebKit) Google Chrome** Google Play** Google Voice Search** Google'da Ara** Bağlanabilirlik ve iletişim 3,5 mm ses jakı (CTIA) aGPS ANT+ kablosuz teknolojisi Bluetooth 4.0 kablosuz teknolojisi DLNA Onaylı MHL desteği Yerel USB İnternet paylaşımı NFC Ekran yansıtma Smart Connect Exchange ActiveSync®, Facebook™, Google™ ve SyncML™ aracılığıyla senkronizasyon™* USB şarjı USB Yüksek hızlı 2.0 ve Micro USB desteği Xperia Bağlantısı W-iFi ve WiFi Genel Alan fonksiyonelliği Gürültü azaltma Ses artırma Xperia Socialife** Miracast™ Eğlence 3B ve hareketli oyunlar PlayStation Onaylıdır RDS'li FM Radyo SensMe ve SensMe slayt gösterisi Sony Entertainment Network (sadece seçili mağazalarda) Televizyon başlatıcısı “WALKMAN” uygulaması 3D surround ses Bluetooth stereo (aptX®, A2DP) Clear Audio+, Clear bass, Clear Phase™ ve Clear stereo xLOUD Deneyimi – Sony'den ses filtreleme teknolojisi Ses kaydetme, desteklenen biçimler: 3GPP, MP4, AMR Ses çalma, desteklenen biçimler: AAC, AMR-NB, AMR-WB, FLAC, MIDI, MP3, PCM, Vorbis, WMA YouTube** Facebook uygulaması** Twitter** TrackID müzik tanıma** Şebekeler UMTS HSPA+ 850 (Bant V), 900 (Bant VIII), 1700 (Bant IV), 1900 (Bant II), 2100 (Bant I) MHz GSM GPRS/EDGE 850, 900, 1800, 1900 MHz LTE (1, 2, 3, 4, 5, 7, 8, 13, 17, 20 bantları) Garanti: 24 Ay Yetkili Servis Garantisinde	Bu ürün hakkındaki yorumlar : Toplam 0 yorum.",CEP TELEFONU > SONY > Xperia Z2 D6503
68695,"Xperia M2 cihazı çalışırken görün Her anı yakalayın. Ve daha fazlası. Xperia M2, olağanüstü kalitede resimler çeken 8 MP bir kamera ile gelir. Çığır açan cep telefonu için Exmor RS™ görüntü sensörümüze ve Otomatik çekim modu belirleme özelliğine sahip bu hızlı akıllı telefon size her yerde ve her zaman en iyi fotoğrafları sunar. Fotoğraflarınızla daha fazlasını yapmak isterseniz, Xperia M2 cihazındaki yenilikçi kamera uygulamalarını deneyin. Ve Social live ile, olan biteni canlı olarak Facebook’ta yayınlayabilirsiniz. Hassasiyetin güzelliği Xperia M2, Sony’nin TV uzmanlığı ile geliştirilmiş büyük, parlak, övünç kaynağı bir 4,8 inç qHD ekrana sahiptir. Eğlenceyi avucunuzun içinde yaşamanız için kusursuz bir boyuta sahiptir. Ayrıca, her açıdan denge ve titizlikle üretilmiş ayrıntılara sahip bu zarif Android akıllı telefon, tasarımda da yenilikçi esintiler sunar. Eğlence gittiğiniz her yerde yanınızda Her zaman eğlence. İstediğiniz yerde. Anında. Bu ultra hızlı cihazla doğrudan aksiyona dahil olun Xperia M2. Bu yüksek performanslı ve hızlı Sony akıllı telefon dört çekirdekli bir işlemciyle çalışır ve Sony’nin amiral gemisi akıllı telefonu Xperia™ Z2 ile aynı şekilde ayrıntılara özen gösterilerek üretilmiştir. Nereye giderseniz gidin, harika eğlence deneyimlerine anında erişebilirsiniz. Xperia M2 ile yepyeni Michael Jackson albümüne sahip olun Xperia M2 ile yepyeni Michael Jackson albümüne sahip olun En son fırsatlara ve özel dijital eğlence içeriklerine doğrudan Xperia M2'den ulaşın. Süper hızlı LTE ağları ile hızlı yaşayın. Süper hızlı LTE ağları ile hızlı yaşayın. Sizi anında memnun edecek sonuçlara hazır olun. Süper hızlı LTE ağları, her zaman ve her yerde eğlenceye erişmenizi sağlar. Xperia M2, her zaman hızlı ve gecikmesiz çalışmayı garantileyen hızlı bir akıllı telefondur. Xperia M2 aksesuarları ile daha fazlasını yapın Xperia M2 ile kullanabileceğiniz çok çeşitli aksesuarlara göz atın. Birlikte mükemmel çalışarak size daha da zengin bir cep telefonu deneyimi yaşatırlar. MarkaSonyModelXperia Z1 HonamiRam1 GBHafıza16 GBArttırabilir HafızaVarKamera Çözünürlüğü8 MegapikselEkran20 M RenkBoyutlar--Ağırlık137 Gr.Garanti Süresi24 AyKutu İçeriğiKulaklı,Şarj Cihazı ve Kullanım Kılavuzu",Telefon - İletişim > Cep Telefonları
68952,Fakir RF-09 9 Dilim Radyatör (Fakir Garantili) Kısa Açıklama : Fakir RF-09 9 Dilim Radyatör (Fakir Garantili) Garanti Süresi: 36 AY Gönderim Süresi: 1 ile 3 iş günü içerisinde gönderilir Ürün Fiyatı : 185.00 TL <!--Araçlar -> General -> 4.phtml--> Adet Garanti Koşulları Taksit Seçenekleri Teslimat Şartları Garanti ve İade Güvenlik Bilgileri Bu ürün ile birlikte aşağıdaki indirimli ürünlerden almak istermisiniz ? Fakir RF-09 9 Dilim Radyatör (Fakir Garantili) RF 09 TURBO Aşırı ısınma koruması sayesinde cihaz anormal derecede yüksek ısılara ulaştığında kendini kapatır ve böylece herhangi bir tehlikeye neden olmaz. Devrilme sonrası devre kesici özelliği sayesinde herhangi bir devrilme anında kendisini kapatarak muhtemel yangınların önüne geçmektedir. Arka panel elbise askılıklı nemlendirici aparatı ile ıslak giysiler asılarak hızlıca kurutulabilir. Öne Çıkan Özellikler Tip 9 Dilim Yağlı Radyatör Güç (Watt) 800 W + 1200 W + 300 W = 2300 W Renk - Ebatlar - Ağırlık - Açma-Kapama - Elbise askılıklı nemlendirici Var Tekerlek Kolay manevra için 4 tekerlek Ses Seviyesi Düşük ses seviyesi Operasyon ışığı Var Kullanılan Yağ Çevre Korumalı Yağ Kablo Saklama Yuvası - Isı ayarlı termostat Isı Ayarlı Termostat Fan Halojen tüp - Gövde - Gösterge lambası - Zamanlayıcı - Isıtıcı sistemi - Hız ayar kademesi - Isı ayar kademesi Var Sıcaklık dereceleri - Fan Var Salınım - LED ekran - Devrilmeye karşı otomatik kapanma Var Uzaktan kumanda - Aşırı ısınmaya karşı koruma Var Duvar/ayak aparatı - Kullanım - Güvenlik - Fakir RF-09 9 Dilim Radyatör (Fakir Garantili),Beyaz Eşya > Isıtıcı-Vantilatörler
69411,"Fakir Stima Buharlı Ütü (Fakir Garantili) Kısa Açıklama : Fakir Stima Buharlı Ütü (Fakir Garantili) Garanti Süresi: 24 AY Gönderim Süresi: 1 ile 3 iş günü içerisinde gönderilir Ürün Fiyatı : 47.47 TL <!--Araçlar -> General -> 4.phtml--> Adet Garanti Koşulları Taksit Seçenekleri Teslimat Şartları Garanti ve İade Güvenlik Bilgileri Bu ürün ile birlikte aşağıdaki indirimli ürünlerden almak istermisiniz ? Fakir Stima Buharlı Ütü (Fakir Garantili) Model Stima Versiyon - Güç 2200 W Taban Seramik Basınç - Sürekli Buhar Özelliği - Şok Buhar Özelliği - Ayarlanabilir Buhar Gücü Var Dikey Buhar Özelliği Var Isınma Süresi - Kazan Malzemesi - Su Tankı Kapasitesi 300 ml Kazan On/Off Düğmesi - Ütü On/Off Düğmesi - Buhar On/Off Düğmesi - Termostat Ayarı Var Su Az Gösterge Işığı - Ayarlanabilir Termostat - Basınç Saati - Anti-Drip (Su Damlatmama Özelliği) Var Anti-Calc (Kireç Önleme Özelliği) Var Self-Clean (Kendi Kendini Temizleme Özelliği) Var Su Püskürtme Var Otomatik Kapanma Yok Hızlı ve Kolay Doldurma Var Devamlı Su Doldurabilme - Çıkarılabilir Su Tankı - Kablo Uzunluğu 1,8 m Fakir Stima Buharlı Ütü (Fakir Garantili) Kargo Ucreti : 12.00 Desi12.00 TL",Ev Aletleri > Ütüler
70835,"Air 5343 150 Mbps Kablosuz ADSL2+ Router Son sürat kablosuz baglanti ile duvarlari asmanin “N-Hizli” çözümü! Air 5343 ve sahip olduğu 802.11n teknolojisi ile 150 Mbps'ye varan hızlarda kablosuz veri taşıyın, video izleyin ve resimlerinizi İnternet'e yükleyin. Kablosuz 802.11b/g cihazlar ile geri dönük uyumlu olarak çalışabilen Air 5343, eski teknolojilere kıyasla 3 kata varan hızda kablosuz iletişim sağlar. MIMO (Multiple Input Multiple Output) teknolojisi ve 802.11n standardının getirdiği gelişmiş hata düzeltme sistemleri ile kablosuz ağınızdaki bağlantı problemleri ve paket kayıpları tarihe karışır. AirTies Mesh Teknolojisi ile betonarme duvarlara takılmayın! AirTies MESH Teknolojisi çok katlı betonarme yapılarda ve geniş alanlarda ortaya çıkan sinyal zayıflaması sorununu çözer. Kapsama alanını genişletmek için AirTies Air 5343 ve Air 5343'ye Mesh protokolü ile bağlanan AirTies kablosuz tekrarlayıcı cihazlarını kullanmak yeterlidir. Mesh Teknolojisi sayesinde uzun mesafelere ya da betonarme engellere bağlı olarak yaşanan sinyal zayıflaması önlenir. Ayrıca kablosuz kapsama alanı dilediğiniz kadar genişletilebilir. AirTouch ile tek bir tuşa dokunarak kablosuz ağınızı kurun! En Gelişmiş Kablosuz Güvenlik Sağlar: AirTouch sayesinde en üst seviyede güvenlik ayarlarını yapmak için tek yapmanız gereken cihazın üzerinde bulunan AirTouch tuşuna basmak. AirTouch teknolojisi arka planda en yüksek güvenlik ayarlarını otomatik olarak yapar. Kablosuz Ağın Sınırlarını Arttırır: AirTouch sayesinde Mesh Network kurmak ve kablosuz ağı genişletmek mümkündür. AirTouch ile kablosuz ağınıza yeni Erişim Noktaları (Access Point) ekleyerek kablosuz ağın sınırlarını genişletmek için bir uzmandan yardım almanıza gerek kalmaz. Tüm bu ayarları yapmak için tek yapmanız gereken kablosuz erişim noktalarının üzerinde bulunan AirTouch düğmelerine basmak. Böylece kablosuz ağınıza yeni erişim noktalarını (repeater) kolaylıkla ekleyebilir ve kablosuz ağınızı dilediğiniz kadar genişletebilirsiniz. Kablosuz Ağın Yönetimini Kolaylaştırır: AirTouch sayesinde bilgisayar ağınız üzerinde yaptığınız bazı değişiklikler otomatik olarak kablosuz erişim noktaları üzerinde paylaşılır. Bu özellik ile Mesh Network üzerinde kablosuz ağ şifresini değiştirmek istediğinizde, bütün erişim noktaları üzerinde tek tek ayar yapmanıza gerek kalmaz. Değişikliği tek bir kablosuz erişim noktası üzerinde yaptığınızda, bu değişiklik otomatik olarak diğer kablosuz erişim noktalarına iletilir. AirTouch ile kablosuz ağı yönetmek işte bu kadar kolay!! Tüm ağınızı tek bir noktadan kolayca kontrol edin ve güncel kalın! AirTies Network Asistanı, kullanıcıların kişisel bilgisayarlarında çalışan ve tüm kullanıcıların ağları üzerindeki ayarlarını yapıp gözlemleyebilecekleri bir uygulamadır. Teknik bilgi gerektirmeden her seviyeden kullanıcının rahatlıkla kullanabilmesi için tasarlanmıştır. Modeminizin Firmware'inde bir güncelleme olduğunda sizi bilgilendirir ve istemeniz halinde modeminizin Firmware'ini otomatik olarak günceller. Güncel Firmware'i yüklemek, modeminizden yüksek performansı almak ve en yeni teknolojilerden yararlanabilmek için gereklidir. Air 4310 150 Mbps Kablosuz Erisim Noktasi / Tekrarlayici Son sürat kablosuz bağlantı ile duvarları aşmanın “N-Hızlı” çözümü! Kablolu modeminizi kablosuz hale çevirmek mi istiyorsunuz? Evinizde AirTies modem var fakat sinyalini güçlendirmek mi istiyorsunuz? Evinizdeki AirTies olmayan modemin yaydigi zayif sinyali alip güçlendirmek ve kapsama alani sorununu çözmek mi istiyorsunuz? Cevap: Air 4310. Hangi çözümü ariyorsaniz arayin, herhangi bir ayar yapmak zorunda degilsiniz! Universal Repeater özelligi sayesinde evinizin her yerinde internete erisim saglayin! Evinizdeki modemin markasi ne olursa olsun modeminizin sinyal gücünü artirip kapsama alanine sorununu çözebilirsiniz. Tek yapmaniz gereken universal repeater özellikli tekrarlayicinizi kapsama alani içinde bir yerde konumlandirip sirayla modeminizin ve Air 4310’un üstündeki WPS dügmelerine basmak. Evinizin her yerinde baglanti kopmasi endisesi olmadan laptopunuz, tabletiniz ya da akilli telefonunuz ile güvenle internete baglanin! Son sürat kablosuz baglanti ile duvarlari asmanin “N-Hizli” çözümü! Air 4310 ve sahip oldugu 802.11n teknolojisi ile 150 Mbps’ye varan hizlarda kablosuz veri tasiyin ve Mesh teknolojisi ile kablosuz agin sinirlari genisletin. Kablosuz 802.11b/g cihazlar ile geri dönük uyumlu olarak çalisabilen Air 4310, eski teknolojilere kiyasla 3 kata varan hizda kablosuz iletisim saglar. AirTies MESH Teknolojisi ile betonarme duvarlara takilmayin! AirTies MESH Teknolojisi çok katli betonarme yapilarda ve genis alanlarda ortaya çikan sinyal zayiflamasi sorununu çözer. Kapsama alanini genisletmek için AirTies Air 4310 ve Air 4310’a Mesh protokolü ile baglanan AirTies kablosuz tekrarlayici cihazlarini kullanmak yeterlidir. Mesh Teknolojisi sayesinde uzun mesafelere ya da betonarme engellere bagli olarak yasanan sinyal zayiflamasi önlenir. Ayrica kablosuz kapsama alani dilediginiz kadar genisletilebilir. Kablolardan Kurtulmanin En Kolay Yolu Air4310 802.11n standardinda ve 1x1 MIMO (Multiple Input Multiple Output) yapisina sahip 2.4GHz frekansinda çalisan Kablosuz Erisim Noktasidir. Air4310’u mevcut kablolu aginiza (örnegin kablosuz özelligi olmayan ya da düsük hizlarda çalisan bir ADSL modem) takarak 150Mbps hizinda Koblosuz bir ag olusturabilirsiniz. Misafirler için ayri ve güvenli Kablosuz Ag VLAN (Virtual LAN) ve Çoklu SSID destegi sayesinde misafir kullanicilar kablosuz aga baglanip internete erisebiliyor, fakat özel bilgilerin bulundugu genel sirket agina erisemiyor. Bunun için tek yapmaniz gereken Air4310 üzerinde misafirler için ikinci bir kablosuz ag olusturup, bu kablosuz agi ayri bir VLAN olarak tanimlamak. Böylece misafirler sirket agindan farkli bir sanal ag üzerinden internete erisebilirken, sirket dosyalarina erisemiyor. AirTouch ile tek bir tusa dokunarak kablosuz aginizi kurun! En Gelismis Kablosuz Güvenlik Saglar: AirTouch sayesinde en üst seviyede güvenlik ayarlarini yapmak için tek yapmaniz gereke cihazin üzerinde bulunan “AirTouch” tusuna basmak. AirTouch teknolojisi arka planda en yüksek güvenlik ayarlarini otomatik olarak yapar. Kablosuz Agin Sinirlarini Arttirir: AirTouch sayesinde Mesh Network kurmak ve kablosuz agi genisletmek mümkündür. AirTouch ile kablosuz aginiza yeni Erisim Noktalari (Access Point) ekleyerek kablosuz agin sinirlarini genisletmek için bir uzmandan yardim almaniza gerek kalmaz. Tüm bu ayarlari yapmak için tek yapmaniz gereken kablosuz erisim noktalarinin üzerinde bulunan “AirTouch” dügmelerine basmak. Böylece kablosuz aginiza yeni erisim noktalarini (repeater) kolaylikla ekleyebilir ve kablosuz aginizi dilediginiz kadar genisletebilirsiniz. Kablosuz Agin Yönetimini Kolaylastirir: AirTouch sayesinde bilgisayar aginiz üzerinde yaptiginiz bazi degisiklikler otomatik olarak kablosuz erisim noktalari üzerinde paylasilir. Bu özellik ile Mesh Network üzerinde kablosuz ag sifresini degistirmek istediginizde, bütün erisim noktalari üzerinde tek tek ayar yapmaniza gerek kalmaz. Degisikligi tek bir kablosuz erisim noktasi üzerinde yaptiginizda, bu degisiklik otomatik olarak diger kablosuz erisim noktalarina iletilir. AirTouch ile kablosuz agi yönetmek iste bu kadar kolay!! Tüm aginizi tek bir noktadan kolayca kontrol edin ve güncel kalin! AirTies Network Asistani, kullanicilarin kisisel bilgisayarlarinda çalisan ve tüm kullanicilarin aglari üzerindeki ayarlarini yapip gözlemleyebilecekleri bir uygulamadir. Teknik bilgi gerektirmeden her seviyeden kullanicinin rahatlikla kullanabilmesi için tasarlanmistir. Cihazinizin Firmware’inde bir güncelleme oldugunda sizi bilgilendirir ve istemeniz halinde cihazinizin Firmware’ini otomatik olarak günceller. Güncel Firmware’i yüklemek, cihazinizdan yüksek performansi almak ve en yeni teknolojilerden yararlanabilmek için gereklidir.",Network Ürünleri > Modemler > Kablosuz ADSL Modemler > AIRTIES
72884,Teknik Özellikler ADET 2 adet	<!--nd_tekn-oz-ic 1-->,Ağız Bakım Ürünleri > BRAUN
73499,2200 W Buharlı ütü Seramik taban Su haznesi: 300 ml. Şok buhar özelliği Dikey ütüleme özelliği Kendi kendini temizleme özelliği,Beyaz Eşya&Ev Aletleri > Küçük Ev Aletleri > Ütü
74808,"Teknik Özellikler Özellik Değer Açıklamalar Sert, dayanıklı dış yüzey Fermuarlı, ince tasarım HDD ve Navigasyon cihazlarınız çizilmeye ve yıpranmaya karşı tam koruma altında Özel tutucu lastik ve kağıt bölmesi Extra fermuar tutamağı ile kolay açılım Ağırlık _ Boyut _ Bölme Sayısı 1 Garanti süresi 24 Ay Malzeme İmperteks kumaş Marka ADDISON Model HDD-130 Renk Mavi Uyumlu Cihazlar 2,5 HDD Teknik Özellikler",Tablet Aksesuar > Diğer
75200,"Ürün Hakkında EVEREST EWN-689N Kablosuz Adaptör, çekim alanı içindeki kablosuz ağlara mükemmel ve kesintisiz veri aktarımı sağlar. Güçlü çipseti sayesinde 300Mbps bağlantı hızına ulaşabilir. Bununla beraber Windows, Linux ve MacOS gibi gelişmiş işletim sistemlerini destekler. USB 2.0/1.1 girişi ile çalışır. (2.0 tavsiye edilir) Router/switch, dizüstü bilgisayar veya tablet, kamera, modem vs. tüm kablosuz ağ destekleyen ürünlerinize sorunsuzca bağlanabilirsiniz. Bunun için tek yapmanız gereken ürün ile birlikte gelen cd içerisindeki sürücüyü bilgisayarınıza yüklemektir. Gelişmiş çipseti sayesinde 300Mbps veri aktarım hızı sağlayan EWN-689N, günümüz teknolojisi için ideal bağlantı hızının üzerindedir. Teknolojinin gelişmesiyle artan hız gereksinimini uzun yıllar boyunca sağlayacaktır. Kullanımı kolay arayüzü sayesinde hiç zorlanmadan istediğiniz ağa bağlanabilirsiniz. Refresh butonu ile ağları yenileyebilir, Add to Profile butonu ile seçtiğiniz ağ için profil oluşturabilirsiniz. Bu sayede ağ şifreli ise her seferinde şifre yazmak zorunda kalmazsınız. Profil silme, ip adresini yenileme gibi daha birçok ayar da bulunmaktadır. Detaylı bilgi kullanım kılavuzunda mevcuttur. Kablosuz bağlantı için IEEE'nin belirlemiş olduğu iletişim standartları vardır. İlk defa 1997'de Legacy kullanılmaya başlandı. Daha sonra 802.11a standardı çıktı. Bunu 802.11b, 802.11g, 802.11n takip etti. 802.11n standardının erim uzaklığı yaklaşık olarak iç mekan için 70 metre, dış mekan için 250 metredir. Bu sebeple birçok yerde kullanmak mümkündür. Teknolojinin gelişmesiyle bilgi güvenliği önemli konuma geldi. Bu alanda birçok şifreleme algoritması ve protokoller kullanılmaya başlandı. Sırasıyla WEP, WPA, WPA2 ve WPA/WPA2-PSK protokolleri geliştirildi. Yaygın olarak WPA2-PSK(128 bit) güvenlik protokolü kullanılmaktadır.",OEM & Çevre Birimleri > Kablosuz Ağ Ürünleri
75374,3G:Yok,Bilgisayar > Tablet PC ve Aksesuarları
75524,"Ürün Hakkında 30x optik zoom, Sony G Lens 20,4 MP, Exmor R CMOS sensör, Bionz Xgörüntü işlemcisi Wi-Fi özelliği ile video ve fotoğrafları telefonagönderme Akıllı Aktif mod ile hareketli sahnelerde bile netgörüntüler 3inç 921k nokta LCD ekran GPS özelliği sayesindefotoğraflara konum bilgisi ekleme",Fotoğraf & Kamera > Compact Fotoğraf Makineleri
75722,Corsair 8GB Vengeance DDR3 1600Mhz CL9 Soğutuculu Tek Modül Ram (CMZ8GX3M1A1600C9) Açıklaması <!--br--><!-- Açıklama --> Corsair 8 GB Vengeance Soğutuculu Tek Modül Ram MarkaCorsairÜrün KoduCMZ8GX3M1A1600C9EAN Kodu0843591024488Kullanım AlanıMasaüstüBellek TipiDDR3Kapasite8 GBModül SayısıSingle (Tek)Bellek Hızı1600 MHzVoltaj1.50 VGecikme DeğeriCL9SoğutucuPasif Soğutucu (Fansız)Garanti SüresiÖmür Boyu <!-- Açıklama Bitiş --> <!-- özellikler tablosu baslik--> Diğer Özellikler Bellek Tipi DDR3 Çalışma Hızı 1600 MHz Gecikme Süresi CL9 Pin Sayısı 240 Pin Satış Şekli Tek Modül Kullanım Alanı Masa Üstü Bellek Kapasitesi 8 GB Marka Corsair Garanti Süresi Ömür Boyu <!-- özellikler tablosu bitti -->,Bilgisayar > Bilgisayar Bileşenleri > Ram (Hafıza)
